links,account,accountingbook,accountingperiod,activitydate,amount,customtype,entity,location,subsidiary,transactiontype,item,quantity,salesrep,department
[],111,1,104,10/25/2024,1563.59,-1,443096,,40,VendPymt,,,,
[],111,1,104,10/25/2024,2620.93,-1,443120,,40,VendPymt,,,,
[],111,1,104,10/25/2024,1478.46,-1,511829,,40,VendPymt,,,,
[],111,1,104,10/22/2024,-465.8,-1,554,,27,VendBill,,,,
[],111,1,104,10/25/2024,286.15,-1,380,,15,VendPymt,,,,
[],111,1,104,10/1/2024,-1359.25,-1,597,,27,VendBill,,,,
[],111,1,104,10/1/2024,-13915.98,-1,547,,27,VendBill,,,,
[],111,1,104,10/2/2024,-60000,-1,442,,27,VendBill,,,,
[],111,1,104,10/1/2024,-6192.07,-1,641726,,27,VendBill,,,,
[],111,1,104,10/1/2024,-32647.14,-1,392663,,27,VendBill,,,,
[],111,1,104,10/2/2024,-9200,-1,606,,27,VendBill,,,,
[],111,1,102,9/18/2024,-952,-1,369545,,27,VendBill,,,,
[],111,1,101,8/27/2024,-76.4,-1,591,,27,VendBill,,,,
[],111,1,102,9/30/2024,-96.6,-1,702999,,27,VendBill,,,,
[],111,1,114,4/1/2025,-15418.46,-1,703000,,27,VendBill,,,,
[],111,1,104,10/1/2024,-19293.48,-1,703000,,27,VendBill,,,,
[],111,1,104,10/1/2024,83322,-1,442,,27,VendPymt,,,,
[],111,1,104,10/3/2024,60000,-1,442,,27,VendPymt,,,,
[],111,1,104,10/4/2024,210,-1,590,,27,VendPymt,,,,
[],111,1,104,10/3/2024,952,-1,369545,,27,VendPymt,,,,
[],111,1,104,10/4/2024,32657.21,-1,392663,,27,VendPymt,,,,
[],111,1,104,10/4/2024,1400,-1,344236,,27,VendPymt,,,,
[],111,1,104,10/4/2024,13915.98,-1,547,,27,VendPymt,,,,
[],111,1,104,10/25/2024,16366.31,-1,606,,27,VendPymt,,,,
[],111,1,104,10/25/2024,6192.07,-1,641726,,27,VendPymt,,,,
[],111,1,104,10/25/2024,96.6,-1,702999,,27,VendPymt,,,,
[],111,1,104,10/25/2024,24754.5,-1,547,,27,VendPymt,,,,
[],111,1,104,10/25/2024,6193.3,-1,549,,27,VendPymt,,,,
[],111,1,104,10/11/2024,-25,-1,698688,,15,VendBill,,,,
[],111,1,104,10/7/2024,-709.65,-1,261489,,15,VendBill,,,,
[],111,1,104,10/8/2024,-920.12,-1,571588,,15,VendBill,,,,
[],111,1,102,9/11/2024,-920.12,-1,571588,,15,VendBill,,,,
[],111,1,104,10/15/2024,-3151.58,-1,549,,15,VendBill,,,,
[],111,1,105,11/1/2024,-3183.33,-1,529747,,15,VendBill,,,,
[],111,1,105,11/1/2024,-1879,-1,619309,,15,VendBill,,,,
[],111,1,105,11/1/2024,-3162.67,-1,539452,,15,VendBill,,,,
[],111,1,104,10/18/2024,-54.07,-1,698688,,15,VendBill,,,,
[],111,1,104,10/16/2024,-70,-1,590,,15,VendBill,,,,
[],111,1,104,10/18/2024,920.12,-1,571588,,15,VendPymt,,,,
[],111,1,104,10/18/2024,2768.65,-1,380,,15,VendPymt,,,,
[],111,1,104,10/18/2024,25,-1,698688,,15,VendPymt,,,,
[],111,1,105,11/5/2024,7.79,-1,549,,15,VendPymt,,,,
[],111,1,104,10/24/2024,110.3,-1,591,,27,VendPymt,,,,
[],111,1,104,10/25/2024,465.8,-1,554,,27,VendPymt,,,,
[],111,1,104,10/25/2024,404.41,-1,2143,,27,VendPymt,,,,
[],111,1,104,10/25/2024,11845,-1,562,,27,VendPymt,,,,
[],111,1,104,10/25/2024,83322,-1,442,,27,VendPymt,,,,
[],111,1,102,9/30/2024,-6068,-1,562,,11,VendBill,,,,
[],111,1,104,10/25/2024,21887.78,-1,86193,,11,VendPymt,,,,
[],111,1,105,11/1/2024,-6560.39,-1,414778,,6,VendBill,,,,
[],111,1,105,11/1/2024,-5366.66,-1,419,,15,VendBill,,,,
[],111,1,102,9/25/2024,-33.71,-1,30965,,15,VendBill,,,,
[],111,1,104,10/11/2024,2166.66,-1,419,,15,VendPymt,,,,
[],111,1,104,10/11/2024,1250,-1,693569,,15,VendPymt,,,,
[],111,1,104,10/11/2024,1500,-1,372,,15,VendPymt,,,,
[],111,1,104,10/11/2024,290,-1,698688,,15,VendPymt,,,,
[],111,1,104,10/11/2024,3136,-1,549,,15,VendPymt,,,,
[],111,1,104,10/11/2024,1350,-1,261489,,15,VendPymt,,,,
[],111,1,104,10/10/2024,-162.42,-1,25562,,4,VendBill,,,,
[],111,1,104,10/15/2024,-408.75,-1,549,,4,VendBill,,,,
[],111,1,105,11/1/2024,-3714.48,-1,343536,,4,VendBill,,,,
[],111,1,104,10/17/2024,412.71,-1,380,,4,VendPymt,,,,
[],111,1,102,9/20/2024,-329.72,-1,380,,16,VendBill,,,,
[],111,1,104,10/2/2024,-13062.78,-1,606,,16,VendBill,,,,
[],111,1,104,10/7/2024,-3150,-1,2641,,16,VendBill,,,,
[],111,1,104,10/10/2024,-69.27,-1,25562,,16,VendBill,,,,
[],111,1,104,10/4/2024,1168,-1,565,,16,VendPymt,,,,
[],111,1,104,10/4/2024,236.86,-1,549,,16,VendPymt,,,,
[],111,1,104,10/4/2024,1034.18,-1,380,,16,VendPymt,,,,
[],111,1,104,10/4/2024,480,-1,658246,,16,VendPymt,,,,
[],111,1,101,8/28/2024,-769.18,-1,447708,,40,VendBill,,,,
[],111,1,104,10/4/2024,-379.67,-1,260890,,16,VendBill,,,,
[],111,1,104,10/7/2024,-332.5,-1,260890,,16,VendBill,,,,
[],111,1,104,10/8/2024,-335,-1,260890,,16,VendBill,,,,
[],111,1,104,10/15/2024,-1045.7,-1,549,,16,VendBill,,,,
[],111,1,102,9/30/2024,0,-1,683161,,35,Journal,,,,
[],111,1,98,6/1/2024,-800,-1,683161,,35,VendBill,,,,
[],111,1,102,9/30/2024,-367.58,-1,261489,,35,VendBill,,,,
[],111,1,104,10/1/2024,-649,-1,634210,,35,VendBill,,,,
[],111,1,104,10/1/2024,-562.9,-1,443303,,35,VendBill,,,,
[],111,1,104,10/1/2024,-18025,-1,641826,,35,VendBill,,,,
[],111,1,104,10/2/2024,-1000,-1,86193,,35,VendBill,,,,
[],111,1,104,10/2/2024,-780,-1,679955,,35,VendBill,,,,
[],111,1,104,10/2/2024,-219,-1,3243,,35,VendBill,,,,
[],111,1,102,9/4/2024,-3366.75,-1,443300,,35,VendBill,,,,
[],111,1,104,10/8/2024,-217.25,-1,261489,,35,VendBill,,,,
[],111,1,101,8/30/2024,-160.26,-1,447708,,40,VendBill,,,,
[],111,1,104,10/3/2024,-393.03,-1,447708,,40,VendBill,,,,
[],111,1,104,10/8/2024,-192.38,-1,443096,,40,VendBill,,,,
[],111,1,102,9/30/2024,-6304.48,-1,317625,,40,VendBill,,,,
[],111,1,104,10/7/2024,-704.11,-1,443101,,40,VendBill,,,,
[],111,1,102,9/25/2024,-53.5,-1,443108,,40,VendBill,,,,
[],111,1,104,10/5/2024,-2976.88,-1,443112,,40,VendBill,,,,
[],111,1,104,10/3/2024,-766.97,-1,443112,,40,VendBill,,,,
[],111,1,102,9/30/2024,-34.4,-1,667954,,40,VendBill,,,,
[],111,1,104,10/24/2024,-22561.88,-1,443123,,40,VendBill,,,,
[],111,1,100,7/21/2024,-2316.53,-1,443116,,40,VendBill,,,,
[],111,1,104,10/11/2024,-1521.25,-1,443096,,40,VendBill,,,,
[],111,1,104,10/1/2024,-386.52,-1,586195,,40,VendBill,,,,
[],111,1,104,10/4/2024,156.17,-1,172560,,40,VendPymt,,,,
[],111,1,104,10/4/2024,850,-1,325827,,40,VendPymt,,,,
[],111,1,104,10/3/2024,742.99,-1,143828,,40,VendPymt,,,,
[],111,1,104,10/4/2024,4771.22,-1,443113,,40,VendPymt,,,,
[],111,1,104,10/4/2024,712.61,-1,443101,,40,VendPymt,,,,
[],111,1,104,10/4/2024,4280,-1,536651,,40,VendPymt,,,,
[],111,1,104,10/4/2024,929.44,-1,447708,,40,VendPymt,,,,
[],111,1,104,10/11/2024,6304.48,-1,317625,,40,VendPymt,,,,
[],111,1,104,10/11/2024,1355.78,-1,443110,,40,VendPymt,,,,
[],111,1,104,10/11/2024,2769.6,-1,443096,,40,VendPymt,,,,
[],111,1,104,10/11/2024,34.4,-1,667954,,40,VendPymt,,,,
[],111,1,104,10/11/2024,2316.53,-1,443116,,40,VendPymt,,,,
[],111,1,104,10/11/2024,705.03,-1,443101,,40,VendPymt,,,,
[],111,1,104,10/11/2024,1849.01,-1,3540,,40,VendPymt,,,,
[],111,1,101,8/6/2024,-7700,-1,2641,,19,VendBill,,,,
[],111,1,102,9/6/2024,-9501.46,-1,2641,,19,VendBill,,,,
[],111,1,104,10/7/2024,-7863.8,-1,2641,,19,VendBill,,,,
[],111,1,101,8/30/2024,9482,-1,2641,,19,VendPymt,,,,
[],111,1,104,10/25/2024,17365.26,-1,2641,,19,VendPymt,,,,
[],111,1,104,10/7/2024,-379.67,-1,261489,,35,VendBill,,,,
[],111,1,104,10/15/2024,-1081.42,-1,3540,,35,VendBill,,,,
[],111,1,104,10/21/2024,-227.02,-1,443305,,35,VendBill,,,,
[],111,1,104,10/23/2024,649,-1,634210,,35,VendPymt,,,,
[],111,1,104,10/23/2024,562.9,-1,443303,,35,VendPymt,,,,
[],111,1,104,10/23/2024,18025,-1,641826,,35,VendPymt,,,,
[],111,1,104,10/18/2024,3366.75,-1,443300,,35,VendPymt,,,,
[],111,1,104,10/11/2024,2178.4,-1,277000,,40,VendPymt,,,,
[],111,1,104,10/15/2024,680.07,-1,443101,,40,VendPymt,,,,
[],111,1,104,10/16/2024,22561.88,-1,443123,,40,VendPymt,,,,
[],111,1,104,10/17/2024,66.8,-1,447708,,40,VendPymt,,,,
[],111,1,104,10/11/2024,1282.56,-1,549,,16,VendPymt,,,,
[],111,1,105,11/1/2024,-480,-1,658246,,16,VendBill,,,,
[],111,1,104,10/16/2024,-412.66,-1,380,,16,VendBill,,,,
[],111,1,104,10/18/2024,329.72,-1,380,,16,VendPymt,,,,
[],111,1,104,10/24/2024,480,-1,658246,,16,VendPymt,,,,
[],111,1,105,11/5/2024,1045.7,-1,549,,16,VendPymt,,,,
[],111,1,104,10/23/2024,1359.25,-1,597,,27,VendPymt,,,,
[],111,1,104,10/11/2024,8100,-1,641723,,27,VendPymt,,,,
[],111,1,104,10/11/2024,404.41,-1,2143,,27,VendPymt,,,,
[],111,1,104,10/11/2024,76.4,-1,591,,27,VendPymt,,,,
[],111,1,104,10/4/2024,-380.13,-1,23659,,13,VendBill,,,,
[],111,1,104,10/10/2024,1000,-1,607400,,13,VendPymt,,,,
[],111,1,104,10/18/2024,780,-1,679955,,35,VendPymt,,,,
[],111,1,104,10/22/2024,227.02,-1,443305,,35,VendPymt,,,,
[],111,1,104,10/25/2024,3714.48,-1,343536,,4,VendPymt,,,,
[],111,1,104,10/25/2024,470,-1,606,,4,VendPymt,,,,
[],111,1,104,10/24/2024,952.3,-1,380,,4,VendPymt,,,,
[],111,1,104,10/14/2024,-200,-1,514632,,6,VendBill,,,,
[],111,1,104,10/15/2024,-869.04,-1,549,,6,VendBill,,,,
[],111,1,104,10/11/2024,-1422.24,-1,261489,,6,VendBill,,,,
[],111,1,104,10/22/2024,-162.72,-1,443096,,40,VendBill,,,,
[],111,1,104,10/21/2024,-2198.4,-1,277000,,40,VendBill,,,,
[],111,1,104,10/21/2024,-692.2,-1,443101,,40,VendBill,,,,
[],111,1,104,10/12/2024,-1478.46,-1,511829,,40,VendBill,,,,
[],111,1,104,10/17/2024,-909.4,-1,443121,,40,VendBill,,,,
[],111,1,104,10/22/2024,680.07,-1,443101,,40,VendPymt,,,,
[],111,1,104,10/18/2024,2316.53,-1,443116,,40,VendPymt,,,,
[],111,1,104,10/17/2024,280.21,-1,443098,,40,VendPymt,,,,
[],111,1,104,10/17/2024,53.5,-1,443108,,40,VendPymt,,,,
[],111,1,104,10/18/2024,4487.76,-1,443096,,40,VendPymt,,,,
[],111,1,104,10/22/2024,500,-1,443097,,40,VendPymt,,,,
[],111,1,104,10/24/2024,575,-1,443097,,40,VendPymt,,,,
[],111,1,104,10/25/2024,2198.4,-1,277000,,40,VendPymt,,,,
[],111,1,104,10/24/2024,42.65,-1,704903,,40,VendPymt,,,,
[],111,1,104,10/24/2024,1273.86,-1,443110,,40,VendPymt,,,,
[],111,1,104,10/25/2024,386.52,-1,586195,,40,VendPymt,,,,
[],111,1,104,10/1/2024,-1250,-1,693569,,15,VendBill,,,,
[],111,1,104,10/2/2024,-5095,-1,606,,15,VendBill,,,,
[],111,1,102,9/26/2024,-290,-1,698688,,15,VendBill,,,,
[],111,1,102,9/30/2024,-184.74,-1,30965,,15,VendBill,,,,
[],111,1,104,10/2/2024,-286.15,-1,380,,15,VendBill,,,,
[],111,1,104,10/4/2024,-662.58,-1,380,,15,VendBill,,,,
[],111,1,104,10/4/2024,1840.24,-1,571588,,15,VendPymt,,,,
[],111,1,104,10/4/2024,480.36,-1,261489,,15,VendPymt,,,,
[],111,1,104,10/2/2024,-21887.78,-1,86193,,11,VendBill,,,,
[],111,1,104,10/11/2024,97.11,-1,30965,,6,VendPymt,,,,
[],111,1,104,10/11/2024,3900,-1,541050,,6,VendPymt,,,,
[],111,1,102,9/27/2024,-35.38,-1,380,,6,VendBill,,,,
[],111,1,104,10/4/2024,3073.57,-1,493923,,6,VendPymt,,,,
[],111,1,104,10/4/2024,7131.13,-1,414778,,6,VendPymt,,,,
[],111,1,104,10/3/2024,23.99,-1,380,,6,VendPymt,,,,
[],111,1,104,10/4/2024,869.04,-1,549,,6,VendPymt,,,,
[],111,1,104,10/18/2024,-103.91,-1,30965,,6,VendBill,,,,
[],111,1,104,10/18/2024,200,-1,514632,,6,VendPymt,,,,
[],111,1,104,10/17/2024,151.21,-1,380,,6,VendPymt,,,,
[],111,1,105,11/5/2024,869.04,-1,549,,6,VendPymt,,,,
[],111,1,104,10/25/2024,880,-1,473214,,34,VendPymt,,,,
[],111,1,104,10/25/2024,9839.07,-1,562,,20,VendPymt,,,,
[],111,1,104,10/25/2024,380.13,-1,23659,,13,VendPymt,,,,
[],111,1,104,10/25/2024,500,-1,443302,,35,VendPymt,,,,
[],111,1,104,10/25/2024,3200,-1,86193,,35,VendPymt,,,,
[],111,1,102,9/25/2024,-4125,-1,443696,,42,VendBill,,,,
[],111,1,104,10/18/2024,-496.26,-1,648328,,42,VendBill,,,,
[],111,1,104,10/4/2024,497.61,-1,648328,,42,VendPymt,,,,
[],111,1,104,10/10/2024,3187.5,-1,443696,,42,VendPymt,,,,
[],111,1,104,10/11/2024,7125,-1,443696,,42,VendPymt,,,,
[],111,1,104,10/23/2024,-20000,-1,708211,,16,VendBill,,,,
[],111,1,104,10/25/2024,20000,-1,708211,,16,VendPymt,,,,
[],111,1,104,10/25/2024,17717.78,-1,606,,16,VendPymt,,,,
[],111,1,104,10/25/2024,577.56,-1,443303,,35,VendPymt,,,,
[],111,1,104,10/25/2024,367.58,-1,261489,,35,VendPymt,,,,
[],111,1,104,10/25/2024,1081.42,-1,3540,,35,VendPymt,,,,
[],111,1,104,10/25/2024,800,-1,683161,,35,VendPymt,,,,
[],111,1,104,10/25/2024,219,-1,3243,,35,VendPymt,,,,
[],111,1,104,10/1/2024,-900,-1,654736,,22,VendBill,,,,
[],111,1,102,9/27/2024,-646.25,-1,556,,22,VendBill,,,,
[],111,1,102,9/25/2024,-221.89,-1,380,,22,VendBill,,,,
[],111,1,102,9/24/2024,-2800,-1,678758,,22,VendBill,,,,
[],111,1,104,10/2/2024,-1250,-1,606,,22,VendBill,,,,
[],111,1,104,10/1/2024,-2400,-1,700092,,22,VendBill,,,,
[],111,1,104,10/4/2024,2800,-1,678758,,22,VendPymt,,,,
[],111,1,104,10/3/2024,221.89,-1,380,,22,VendPymt,,,,
[],111,1,104,10/3/2024,646.25,-1,556,,22,VendPymt,,,,
[],111,1,104,10/4/2024,900,-1,654736,,22,VendPymt,,,,
[],111,1,104,10/4/2024,2537.59,-1,549,,22,VendPymt,,,,
[],111,1,102,9/20/2024,16250,-1,440395,,16,Journal,,,,
[],111,1,104,10/7/2024,-744.13,-1,143828,,40,VendBill,,,,
[],111,1,104,10/14/2024,-696.53,-1,443101,,40,VendBill,,,,
[],111,1,104,10/9/2024,-268.5,-1,443096,,40,VendBill,,,,
[],111,1,104,10/2/2024,-42.65,-1,704903,,40,VendBill,,,,
[],111,1,104,10/16/2024,-1334.72,-1,443096,,40,VendBill,,,,
[],111,1,106,12/3/2024,-655.27,-1,443120,,40,VendBill,,,,
[],111,1,106,12/2/2024,-1774.23,-1,3540,,40,VendBill,,,,
[],111,1,106,12/2/2024,-740.12,-1,443101,,40,VendBill,,,,
[],111,1,105,11/19/2024,-221.17,-1,443098,,40,VendBill,,,,
[],111,1,105,11/30/2024,-20.76,-1,443096,,40,VendBill,,,,
[],111,1,105,11/30/2024,-850,-1,325827,,40,VendBill,,,,
[],111,1,105,11/30/2024,-3974,-1,317625,,40,VendBill,,,,
[],111,1,105,11/30/2024,-636.54,-1,511829,,40,VendBill,,,,
[],111,1,106,12/6/2024,4054.39,-1,443096,,40,VendPymt,,,,
[],111,1,106,12/6/2024,2739.45,-1,443101,,40,VendPymt,,,,
[],111,1,106,12/6/2024,4771.22,-1,443113,,40,VendPymt,,,,
[],111,1,106,12/6/2024,-16243.9,-1,2641,,19,VendBill,,,,
[],111,1,105,11/26/2024,-363,-1,562,,20,VendBill,,,,
[],111,1,106,12/1/2024,-649,-1,634210,,35,VendBill,,,,
[],111,1,106,12/2/2024,-19225,-1,641826,,35,VendBill,,,,
[],111,1,106,12/4/2024,-709.04,-1,443303,,35,VendBill,,,,
[],111,1,106,12/11/2024,-1400,-1,679955,,35,VendBill,,,,
[],111,1,106,12/11/2024,-2070,-1,641822,,35,VendBill,,,,
[],111,1,105,11/30/2024,-208,-1,727129,,35,VendBill,,,,
[],111,1,106,12/8/2024,-1000,-1,727130,,35,VendBill,,,,
[],111,1,104,10/10/2024,-424.62,-1,727131,,35,VendBill,,,,
[],111,1,106,12/5/2024,-320,-1,489520,,35,VendBill,,,,
[],111,1,105,11/1/2024,-1663,-1,443300,,35,VendBill,,,,
[],111,1,105,11/1/2024,-741.51,-1,443303,,35,VendBill,,,,
[],111,1,106,12/6/2024,500,-1,443302,,35,VendPymt,,,,
[],111,1,106,12/6/2024,245,-1,699089,,35,VendPymt,,,,
[],111,1,106,12/1/2024,-800,-1,683161,,35,VendBill,,,,
[],111,1,106,12/4/2024,-3243.9,-1,565,,16,VendBill,,,,
[],111,1,106,12/2/2024,-352.47,-1,380,,16,VendBill,,,,
[],111,1,105,11/25/2024,-74.12,-1,25562,,16,VendBill,,,,
[],111,1,106,12/11/2024,-317.23,-1,380,,16,VendBill,,,,
[],111,1,106,12/12/2024,-1142.43,-1,380,,16,VendBill,,,,
[],111,1,110,1/1/2025,-480,-1,658246,,16,VendBill,,,,
[],111,1,106,12/11/2024,-3382.5,-1,606,,16,VendBill,,,,
[],111,1,106,12/23/2024,-960,-1,658246,,16,Journal,,,,
[],111,1,106,12/6/2024,3243.9,-1,565,,16,VendPymt,,,,
[],111,1,106,12/6/2024,960,-1,658246,,16,VendPymt,,,,
[],111,1,106,12/6/2024,1540,-1,606,,16,VendPymt,,,,
[],111,1,106,12/23/2024,480,-1,658246,,16,VendPymt,,,,
[],111,1,106,12/23/2024,74.12,-1,25562,,16,VendPymt,,,,
[],111,1,105,11/1/2024,-2070,-1,641822,,35,VendBill,,,,
[],111,1,104,10/3/2024,-4388.36,-1,700493,,35,VendBill,,,,
[],111,1,105,11/27/2024,-8240,-1,679955,,35,VendBill,,,,
[],111,1,106,12/1/2024,-500,-1,443302,,35,VendBill,,,,
[],111,1,106,12/2/2024,-245,-1,699089,,35,Journal,,,,
[],111,1,105,11/29/2024,2070,-1,641822,,35,VendPymt,,,,
[],111,1,105,11/29/2024,25065,-1,718419,,35,VendPymt,,,,
[],111,1,105,11/29/2024,4388.36,-1,700493,,35,VendPymt,,,,
[],111,1,106,12/5/2024,-2026.08,-1,698990,,34,VendBill,,,,
[],111,1,106,12/6/2024,2026.08,-1,698990,,34,VendPymt,,,,
[],111,1,106,12/16/2024,2976,-1,562,,20,VendPymt,,,,
[],111,1,106,12/16/2024,219,-1,279501,,20,VendPymt,,,,
[],111,1,110,1/1/2025,-700,-1,729537,,15,VendBill,,,,
[],111,1,106,12/16/2024,-1500,-1,702396,,15,VendBill,,,,
[],111,1,105,11/1/2024,6220,-1,702396,,15,VendPymt,,,,
[],111,1,106,12/17/2024,49.04,-1,380,,15,VendPymt,,,,
[],111,1,106,12/16/2024,8355,-1,606,,15,VendPymt,,,,
[],111,1,105,11/18/2024,-252.58,-1,380,,22,VendBill,,,,
[],111,1,105,11/20/2024,-19950,-1,658445,,22,VendBill,,,,
[],111,1,105,11/29/2024,4799,-1,670256,,22,VendPymt,,,,
[],111,1,105,11/29/2024,1500,-1,654736,,22,VendPymt,,,,
[],111,1,105,11/29/2024,2800,-1,700092,,22,VendPymt,,,,
[],111,1,106,12/6/2024,10168,-1,562,,11,VendPymt,,,,
[],111,1,105,11/19/2024,-400.83,-1,380,,15,VendBill,,,,
[],111,1,106,12/2/2024,-600,-1,726428,,15,VendBill,,,,
[],111,1,106,12/3/2024,-1447.8,-1,30965,,15,VendBill,,,,
[],111,1,105,11/30/2024,-188.94,-1,30965,,15,VendBill,,,,
[],111,1,105,11/26/2024,-49.04,-1,380,,15,VendBill,,,,
[],111,1,105,11/26/2024,-917,-1,698688,,15,VendBill,,,,
[],111,1,106,12/1/2024,-920.12,-1,571588,,15,VendBill,,,,
[],111,1,105,11/25/2024,-309.7,-1,591,,15,VendBill,,,,
[],111,1,106,12/23/2024,1481.51,-1,30965,,15,VendPymt,,,,
[],111,1,106,12/6/2024,917,-1,698688,,15,VendPymt,,,,
[],111,1,106,12/6/2024,600,-1,726428,,15,VendPymt,,,,
[],111,1,106,12/6/2024,1500,-1,372,,15,VendPymt,,,,
[],111,1,106,12/6/2024,394.5,-1,591,,15,VendPymt,,,,
[],111,1,106,12/17/2024,-190.78,-1,731038,,35,VendBill,,,,
[],111,1,106,12/13/2024,1000,-1,727130,,35,VendPymt,,,,
[],111,1,106,12/16/2024,320,-1,489520,,35,VendPymt,,,,
[],111,1,106,12/16/2024,19225,-1,641826,,35,VendPymt,,,,
[],111,1,106,12/16/2024,1400,-1,679955,,35,VendPymt,,,,
[],111,1,106,12/16/2024,1300,-1,86193,,35,VendPymt,,,,
[],111,1,106,12/16/2024,741.51,-1,443303,,35,VendPymt,,,,
[],111,1,106,12/16/2024,649,-1,634210,,35,VendPymt,,,,
[],111,1,106,12/16/2024,1663,-1,443300,,35,VendPymt,,,,
[],111,1,106,12/16/2024,208,-1,727129,,35,VendPymt,,,,
[],111,1,106,12/16/2024,424.62,-1,727131,,35,VendPymt,,,,
[],111,1,105,11/29/2024,260,-1,606,,4,VendPymt,,,,
[],111,1,106,12/2/2024,-2578.53,-1,556,,22,VendBill,,,,
[],111,1,105,11/30/2024,-1500,-1,654736,,22,VendBill,,,,
[],111,1,105,11/13/2024,-1875,-1,654737,,22,VendBill,,,,
[],111,1,106,12/11/2024,-2250,-1,654737,,22,VendBill,,,,
[],111,1,106,12/10/2024,-665,-1,654737,,22,VendBill,,,,
[],111,1,105,11/19/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,105,11/12/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,104,10/1/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,105,11/27/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,104,10/8/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,104,10/29/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,104,10/15/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,104,10/24/2024,-125,-1,654737,,22,VendBill,,,,
[],111,1,105,11/26/2024,-637.25,-1,562,,22,VendBill,,,,
[],111,1,106,12/11/2024,-5795,-1,606,,22,VendBill,,,,
[],111,1,106,12/16/2024,2575.49,-1,549,,22,VendPymt,,,,
[],111,1,106,12/16/2024,581.07,-1,380,,22,VendPymt,,,,
[],111,1,106,12/16/2024,19950,-1,658445,,22,VendPymt,,,,
[],111,1,105,11/15/2024,-1309.53,-1,204081,,40,VendBill,,,,
[],111,1,105,11/26/2024,-1070.65,-1,443096,,40,VendBill,,,,
[],111,1,105,11/25/2024,-62.68,-1,204086,,40,VendBill,,,,
[],111,1,105,11/25/2024,-671.57,-1,443101,,40,VendBill,,,,
[],111,1,105,11/22/2024,-129.42,-1,443096,,40,VendBill,,,,
[],111,1,105,11/21/2024,-658.41,-1,443096,,40,VendBill,,,,
[],111,1,105,11/20/2024,-120.23,-1,443096,,40,VendBill,,,,
[],111,1,105,11/21/2024,-2316.53,-1,443116,,40,VendBill,,,,
[],111,1,105,11/25/2024,1932.42,-1,443096,,40,VendPymt,,,,
[],111,1,105,11/25/2024,2902.26,-1,443120,,40,VendPymt,,,,
[],111,1,105,11/25/2024,682.59,-1,447708,,40,VendPymt,,,,
[],111,1,105,11/25/2024,1921.86,-1,704903,,40,VendPymt,,,,
[],111,1,105,11/22/2024,53.5,-1,443108,,40,VendPymt,,,,
[],111,1,105,11/25/2024,2078.4,-1,277000,,40,VendPymt,,,,
[],111,1,105,11/29/2024,1798.56,-1,443096,,40,VendPymt,,,,
[],111,1,106,12/3/2024,744.13,-1,143828,,40,VendPymt,,,,
[],111,1,105,11/29/2024,1711.88,-1,527238,,40,VendPymt,,,,
[],111,1,105,11/29/2024,2272,-1,424,,40,VendPymt,,,,
[],111,1,105,11/29/2024,1309.53,-1,204081,,40,VendPymt,,,,
[],111,1,105,11/29/2024,395.7,-1,443102,,40,VendPymt,,,,
[],111,1,105,11/29/2024,327.36,-1,443098,,40,VendPymt,,,,
[],111,1,105,11/29/2024,62.68,-1,204086,,40,VendPymt,,,,
[],111,1,105,11/29/2024,10,-1,443121,,40,VendPymt,,,,
[],111,1,106,12/23/2024,5316.73,-1,2641,,19,VendPymt,,,,
[],111,1,106,12/11/2024,-1285,-1,541050,,6,VendBill,,,,
[],111,1,106,12/2/2024,-200,-1,514632,,6,VendBill,,,,
[],111,1,105,11/6/2024,-56.25,-1,359337,,6,VendBill,,,,
[],111,1,105,11/29/2024,4274,-1,380,,16,VendPymt,,,,
[],111,1,106,12/2/2024,-107,-1,412577,,27,VendBill,,,,
[],111,1,105,11/30/2024,-669.6,-1,95295,,27,VendBill,,,,
[],111,1,106,12/2/2024,-5480.32,-1,641726,,27,VendBill,,,,
[],111,1,105,11/18/2024,-986,-1,369545,,27,VendBill,,,,
[],111,1,106,12/1/2024,-1386.5,-1,597,,27,VendBill,,,,
[],111,1,105,11/27/2024,-2705.85,-1,685565,,27,VendBill,,,,
[],111,1,106,12/1/2024,-387.5,-1,594,,27,VendBill,,,,
[],111,1,106,12/9/2024,-178.5,-1,729041,,27,VendBill,,,,
[],111,1,105,11/26/2024,-31412,-1,562,,27,VendBill,,,,
[],111,1,106,12/3/2024,-32647.14,-1,392663,,27,VendBill,,,,
[],111,1,106,12/25/2024,0,-1,442,,27,VendBill,,,,
[],111,1,106,12/1/2024,-14476.11,-1,547,,27,VendBill,,,,
[],111,1,106,12/12/2024,-798,-1,685565,,27,VendBill,,,,
[],111,1,106,12/11/2024,-2422.5,-1,606,,27,VendBill,,,,
[],111,1,110,1/1/2025,0,-1,442,,27,VendBill,,,,
[],111,1,106,12/25/2024,-25671.33,-1,547,,27,VendBill,,,,
[],111,1,106,12/9/2024,6156.78,-1,549,,27,VendPymt,,,,
[],111,1,106,12/9/2024,15280,-1,562,,27,VendPymt,,,,
