links,account,accountingbook,accountingperiod,activitydate,amount,customtype,entity,location,subsidiary,transactiontype,item,quantity,salesrep,department
[],2494,1,92,1/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,93,2/29/2024,0,-1,,,19,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,27,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,22,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,92,1/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,3,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,5,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,15,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,6,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,11,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,23,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,13,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,29,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,4,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,34,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,28,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,12,Journal,,,,
[],2494,1,114,4/30/2025,6275,-1,,,35,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,40,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,14,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,18,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,42,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,50,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,19,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,16,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,51,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,55,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,36,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,39,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,56,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,27,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,41,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,47,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,20,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,52,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,54,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,58,Journal,,,,
[],2494,1,114,4/30/2025,-0.38,-1,,,22,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,49,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,2,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,17,Journal,,,,
[],2494,1,114,4/30/2025,0,-1,,,21,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,47,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,52,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,50,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,51,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,54,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,55,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,58,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,56,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,49,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,21,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,19,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,40,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,27,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,41,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,42,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,20,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,15,Journal,,,,
[],2494,1,116,6/30/2025,-0.39,-1,,,22,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,6,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,23,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,3,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,14,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,29,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,4,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,5,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,36,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,18,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,13,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,16,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,2,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,35,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,39,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,34,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,11,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,17,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,28,Journal,,,,
[],2494,1,116,6/30/2025,0,-1,,,12,Journal,,,,
[],2494,1,70,12/21/2023,0,-1,,,35,Journal,,,,
[],2494,1,70,12/31/2023,0,-1,,,35,Journal,,,,
[],2494,1,96,4/4/2024,0,-1,,,35,Journal,,,,
[],2494,1,96,4/16/2024,0,-1,,,35,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,27,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,50,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,51,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,55,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,52,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,54,Journal,,,,
[],2494,1,94,3/29/2024,0,-1,,,35,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,22,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,94,3/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,22,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,52,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,54,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,50,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,51,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,55,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,97,5/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,50,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,52,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,51,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,54,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,55,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,104,10/31/2024,-0.37,-1,,,22,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,104,10/29/2024,-44.08,-1,,,22,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,104,10/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,17,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,14,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,18,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,3,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,5,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,15,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,19,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,6,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,23,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,52,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,13,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,21,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,29,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,54,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,16,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,36,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,39,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,4,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,28,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,12,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,20,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,34,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,41,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,47,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,5,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,15,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,6,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,14,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,23,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,35,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,40,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,18,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,13,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,42,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,16,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,34,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,50,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,51,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,36,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,35,Journal,,,,
[],2494,1,110,1/31/2025,0,-1,,,55,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,39,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,40,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,17,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,29,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,4,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,28,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,12,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,41,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,42,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,47,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,50,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,52,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,51,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,54,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,55,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,58,Journal,,,,
[],2494,1,111,2/28/2025,-0.38,-1,,,22,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,56,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,49,Journal,,,,
[],2494,1,111,2/28/2025,0,-1,,,3,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,15,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,6,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,23,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,13,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,34,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,35,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,40,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,42,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,50,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,51,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,55,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,22,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,3,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,5,Journal,,,,
[],2494,1,97,5/22/2024,0,-1,,,54,Journal,,,,
[],2494,1,97,5/16/2024,0,-1,,,54,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,11,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,21,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,29,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,4,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,28,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,12,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,14,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,18,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,16,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,36,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,39,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,41,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,47,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,52,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,20,Journal,,,,
[],2494,1,98,6/30/2024,0,-1,,,54,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,11,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,28,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,12,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,20,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,21,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,14,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,18,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,22,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,29,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,16,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,36,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,3,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,4,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,39,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,41,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,5,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,15,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,47,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,52,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,6,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,23,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,13,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,34,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,35,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,40,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,42,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,50,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,51,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,55,Journal,,,,
[],2494,1,102,9/30/2024,0,-1,,,54,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,34,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,35,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,39,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,40,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,41,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,42,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,47,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,50,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,52,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,51,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,54,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,55,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,20,Journal,,,,
[],2494,1,105,11/30/2024,-0.37,-1,,,22,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,3,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,5,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,15,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,6,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,23,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,13,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,21,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,29,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,4,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,11,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,18,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,28,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,12,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,14,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,16,Journal,,,,
[],2494,1,105,11/30/2024,0,-1,,,36,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,50,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,51,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,55,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,106,12/31/2024,-0.37,-1,,,22,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,52,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,54,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,106,12/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,110,1/31/2025,-0.2,-1,,,22,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,55,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,19,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,20,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,22,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,3,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,5,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,15,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,6,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,23,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,13,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,34,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,35,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,40,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,42,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,50,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,51,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,16,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,36,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,52,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,54,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,21,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,29,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,4,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,28,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,12,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,14,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,39,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,41,Journal,,,,
[],2494,1,100,7/31/2024,0,-1,,,18,Journal,,,,
[],2494,1,101,8/31/2024,0,-1,,,47,Journal,,,,
[],2494,1,101,8/31/2024,0,-1,,,17,Journal,,,,
[],2494,1,101,8/31/2024,0,-1,,,20,Journal,,,,
