links,account,accountingbook,accountingperiod,amount,department,iscustomglline,subsidiary
[],254,1,94,89.96,-1,F,15
[],254,1,94,0,-1,F,16
[],254,1,94,0,-1,F,17
[],254,1,94,4732.39,-1,F,18
[],254,1,94,0,-1,F,20
[],254,1,94,0,-1,F,21
[],254,1,94,0,-1,F,22
[],254,1,94,0,-1,F,23
[],254,1,94,942.48,-1,F,27
[],254,1,94,0,-1,F,28
[],254,1,94,0,-1,F,29
[],254,1,94,0,-1,F,34
[],254,1,94,0,-1,F,35
[],254,1,94,0,-1,F,36
[],254,1,94,0,-1,F,39
[],254,1,94,0,-1,F,40
[],254,1,94,0,-1,F,41
[],254,1,94,0,-1,F,42
[],254,1,94,0,-1,F,47
[],254,1,94,0,-1,F,50
[],254,1,94,0,-1,F,51
[],254,1,94,0,-1,F,52
[],254,1,94,0,-1,F,54
[],254,1,96,0,-1,F,3
[],254,1,96,0,-1,F,4
[],254,1,96,505.32,-1,F,5
[],254,1,96,0,-1,F,6
[],254,1,96,0,-1,F,12
[],254,1,96,0,-1,F,13
[],254,1,96,0,-1,F,14
[],254,1,96,90.71,-1,F,15
[],254,1,96,0,-1,F,16
[],254,1,96,0,-1,F,17
[],254,1,96,4771.83,-1,F,18
[],254,1,96,0,-1,F,20
[],254,1,96,0,-1,F,21
[],254,1,96,0,-1,F,22
[],254,1,96,0,-1,F,23
[],254,1,96,1436.45,-1,F,27
[],254,1,96,0,-1,F,28
[],254,1,96,0,-1,F,29
[],254,1,96,0,-1,F,34
[],254,1,96,0,-1,F,35
[],254,1,96,0,-1,F,36
[],254,1,96,0,-1,F,39
[],254,1,96,0,-1,F,40
[],254,1,96,0,-1,F,41
[],254,1,96,0,-1,F,42
[],254,1,96,0,-1,F,47
[],254,1,96,0,-1,F,50
[],254,1,96,0,-1,F,51
[],254,1,96,0,-1,F,52
[],254,1,96,0,-1,F,54
[],254,1,97,0,-1,F,3
[],254,1,97,0,-1,F,4
[],254,1,97,509.53,-1,F,5
[],254,1,97,0,-1,F,6
[],254,1,97,0,-1,F,11
[],254,1,97,0,-1,F,12
[],254,1,97,0,-1,F,13
[],254,1,97,0,-1,F,14
[],254,1,97,91.47,-1,F,15
[],254,1,97,0,-1,F,16
[],254,1,97,0,-1,F,17
[],254,1,97,4811.59,-1,F,18
[],254,1,97,0,-1,F,20
[],254,1,97,0,-1,F,21
[],254,1,97,0,-1,F,22
[],254,1,97,0,-1,F,23
[],254,1,97,-3055.9,-1,F,27
[],254,1,97,0,-1,F,28
[],254,1,97,0,-1,F,29
[],254,1,97,0,-1,F,34
[],254,1,97,0,-1,F,35
[],254,1,97,0,-1,F,36
[],254,1,97,0,-1,F,39
[],254,1,97,0,-1,F,40
[],254,1,97,0,-1,F,41
[],254,1,97,0,-1,F,42
[],254,1,97,0,-1,F,47
[],254,1,97,0,-1,F,50
[],254,1,97,0,-1,F,51
[],254,1,97,0,-1,F,52
[],254,1,97,0,-1,F,54
[],254,1,98,0,-1,F,3
[],254,1,98,0,-1,F,4
[],254,1,98,513.78,-1,F,5
[],254,1,98,0,-1,F,6
[],254,1,98,2520.83,-1,F,11
[],254,1,98,0,-1,F,12
[],254,1,98,0,-1,F,13
[],254,1,98,0,-1,F,14
[],254,1,98,92.23,-1,F,15
[],254,1,98,0,-1,F,16
[],254,1,98,0,-1,F,17
[],254,1,98,4851.69,-1,F,18
[],254,1,98,0,-1,F,20
[],254,1,98,0,-1,F,21
[],254,1,98,0,-1,F,22
[],254,1,98,0,-1,F,23
[],254,1,98,1610.47,-1,F,27
[],254,1,98,0,-1,F,28
[],254,1,98,0,-1,F,29
[],254,1,98,0,-1,F,34
[],254,1,98,0,-1,F,35
[],254,1,98,0,-1,F,36
[],254,1,98,0,-1,F,39
[],254,1,98,0,-1,F,40
[],254,1,98,0,-1,F,41
[],254,1,98,0,-1,F,42
[],254,1,98,0,-1,F,47
[],254,1,98,0,-1,F,50
[],254,1,98,0,-1,F,51
[],254,1,98,0,-1,F,52
[],254,1,98,0,-1,F,54
[],254,1,100,0,-1,F,3
[],254,1,100,0,-1,F,4
[],254,1,100,518.06,-1,F,5
[],254,1,100,0,-1,F,6
[],254,1,100,21.01,-1,F,11
[],254,1,100,0,-1,F,12
[],254,1,100,0,-1,F,13
[],254,1,100,0,-1,F,14
[],254,1,100,10176.33,-1,F,15
[],254,1,100,0,-1,F,16
[],254,1,100,0,-1,F,17
[],254,1,100,4892.12,-1,F,18
[],254,1,100,0,-1,F,20
[],254,1,100,0,-1,F,21
[],254,1,100,0,-1,F,22
[],254,1,100,0,-1,F,23
[],254,1,100,981.97,-1,F,27
[],254,1,100,0,-1,F,28
[],254,1,100,0,-1,F,29
[],254,1,100,0,-1,F,34
[],254,1,100,0,-1,F,35
[],254,1,100,0,-1,F,36
[],254,1,100,0,-1,F,39
[],254,1,100,0,-1,F,40
[],254,1,100,0,-1,F,41
[],254,1,100,0,-1,F,42
[],254,1,100,0,-1,F,47
[],254,1,100,0,-1,F,50
[],254,1,100,0,-1,F,51
[],254,1,100,0,-1,F,52
[],254,1,100,0,-1,F,54
[],254,1,101,0,-1,F,3
[],254,1,101,0,-1,F,4
[],254,1,101,522.38,-1,F,5
[],254,1,101,0,-1,F,6
[],254,1,101,2037.85,-1,F,11
[],254,1,101,0,-1,F,12
[],254,1,101,0,-1,F,13
[],254,1,101,0,-1,F,14
[],254,1,101,177.8,-1,F,15
[],254,1,101,0,-1,F,16
[],254,1,101,0,-1,F,17
[],254,1,101,4932.89,-1,F,18
[],254,1,101,0,-1,F,20
[],254,1,101,0,-1,F,21
[],254,1,101,0,-1,F,22
[],254,1,101,0,-1,F,23
[],254,1,101,1039.05,-1,F,27
[],254,1,101,0,-1,F,28
[],254,1,101,0,-1,F,29
[],254,1,101,0,-1,F,34
[],254,1,101,0,-1,F,35
[],254,1,101,0,-1,F,36
[],254,1,101,0,-1,F,39
[],254,1,101,0,-1,F,40
[],254,1,101,0,-1,F,41
[],254,1,101,0,-1,F,42
[],254,1,101,0,-1,F,47
[],254,1,101,0,-1,F,50
[],254,1,101,0,-1,F,51
[],254,1,101,0,-1,F,52
[],254,1,101,0,-1,F,54
[],254,1,102,0,-1,F,3
[],254,1,102,0,-1,F,4
[],254,1,102,526.73,-1,F,5
[],254,1,102,0,-1,F,6
[],254,1,102,38.16,-1,F,11
[],254,1,102,0,-1,F,12
[],254,1,102,0,-1,F,13
[],254,1,102,0,-1,F,14
[],254,1,102,179.28,-1,F,15
[],254,1,102,0,-1,F,16
[],254,1,102,0,-1,F,17
[],254,1,102,4974,-1,F,18
[],254,1,102,0,-1,F,20
[],254,1,102,0,-1,F,21
[],254,1,102,0,-1,F,22
[],254,1,102,0,-1,F,23
[],254,1,102,1061.76,-1,F,27
[],254,1,102,0,-1,F,28
[],254,1,102,0,-1,F,29
[],254,1,102,0,-1,F,34
[],254,1,102,0,-1,F,35
[],254,1,102,0,-1,F,36
[],254,1,102,0,-1,F,39
[],254,1,102,0,-1,F,40
[],254,1,102,0,-1,F,41
[],254,1,102,0,-1,F,42
[],254,1,102,0,-1,F,47
[],254,1,102,0,-1,F,50
[],254,1,102,0,-1,F,51
[],254,1,102,0,-1,F,52
[],254,1,102,0,-1,F,54
[],254,1,104,0,-1,F,3
[],254,1,104,0,-1,F,4
[],254,1,104,531.12,-1,F,5
[],254,1,104,0,-1,F,6
[],254,1,104,2055.15,-1,F,11
[],254,1,104,0,-1,F,12
[],254,1,104,0,-1,F,13
[],254,1,104,0,-1,F,14
[],254,1,104,180.78,-1,F,15
[],254,1,104,0,-1,F,16
[],254,1,104,0,-1,F,17
[],254,1,104,5015.45,-1,F,18
[],254,1,104,0,-1,F,20
[],254,1,104,0,-1,F,21
[],254,1,104,0,-1,F,22
[],254,1,104,0,-1,F,23
[],254,1,104,1356.97,-1,F,27
[],254,1,104,0,-1,F,28
[],254,1,104,0,-1,F,29
[],254,1,104,0,-1,F,34
[],254,1,104,0,-1,F,35
[],254,1,104,0,-1,F,36
[],254,1,104,0,-1,F,39
[],254,1,104,0,-1,F,40
[],254,1,104,0,-1,F,41
[],254,1,104,0,-1,F,42
[],254,1,104,0,-1,F,47
[],254,1,104,0,-1,F,50
[],254,1,104,0,-1,F,51
[],254,1,104,0,-1,F,52
[],254,1,104,0,-1,F,54
[],254,1,105,0,-1,F,3
[],254,1,105,0,-1,F,4
[],254,1,105,535.54,-1,F,5
[],254,1,105,0,-1,F,6
[],254,1,105,55.61,-1,F,11
[],254,1,105,0,-1,F,12
[],254,1,105,0,-1,F,13
[],254,1,105,0,-1,F,14
[],254,1,105,182.28,-1,F,15
[],254,1,105,0,-1,F,16
[],254,1,105,0,-1,F,17
[],254,1,105,5057.24,-1,F,18
[],254,1,105,0,-1,F,20
[],254,1,105,0,-1,F,21
[],254,1,105,0,-1,F,22
[],254,1,105,0,-1,F,23
[],254,1,105,3597.41,-1,F,27
[],254,1,105,0,-1,F,28
[],254,1,105,0,-1,F,29
[],254,1,105,0,-1,F,34
[],254,1,105,0,-1,F,35
[],254,1,105,0,-1,F,36
[],254,1,105,0,-1,F,39
[],254,1,105,0,-1,F,40
[],254,1,105,0,-1,F,41
[],254,1,105,0,-1,F,42
[],254,1,105,0,-1,F,47
[],254,1,105,0,-1,F,50
[],254,1,105,0,-1,F,51
[],254,1,105,0,-1,F,52
[],254,1,105,0,-1,F,54
[],254,1,106,0,-1,F,3
[],254,1,106,7058.33,-1,F,4
[],254,1,106,540.01,-1,F,5
[],254,1,106,0,-1,F,6
[],254,1,106,56.07,-1,F,11
[],254,1,106,0,-1,F,12
[],254,1,106,0,-1,F,13
[],254,1,106,0,-1,F,14
[],254,1,106,183.8,-1,F,15
[],254,1,106,0,-1,F,16
[],254,1,106,0,-1,F,17
[],254,1,106,5099.38,-1,F,18
[],254,1,106,0,-1,F,20
[],254,1,106,0,-1,F,21
[],254,1,106,0,-1,F,22
[],254,1,106,0,-1,F,23
[],254,1,106,1118.11,-1,F,27
[],254,1,106,0,-1,F,28
[],254,1,106,0,-1,F,29
[],254,1,106,0,-1,F,34
[],254,1,106,0,-1,F,35
[],254,1,106,0,-1,F,36
[],254,1,106,0,-1,F,39
[],254,1,106,0,-1,F,40
[],254,1,106,0,-1,F,41
[],254,1,106,0,-1,F,42
[],254,1,106,0,-1,F,47
[],254,1,106,0,-1,F,50
[],254,1,106,0,-1,F,51
[],254,1,106,0,-1,F,52
[],254,1,106,0,-1,F,54
[],254,1,110,0,-1,F,3
[],254,1,110,58.82,-1,F,4
[],254,1,110,544.51,-1,F,5
[],254,1,110,0,-1,F,6
[],254,1,110,56.54,-1,F,11
[],254,1,110,0,-1,F,12
[],254,1,110,0,-1,F,13
[],254,1,110,0,-1,F,14
[],254,1,110,185.33,-1,F,15
[],254,1,110,0,-1,F,16
[],254,1,110,0,-1,F,17
[],254,1,110,5141.88,-1,F,18
[],254,1,110,0,-1,F,20
[],254,1,110,0,-1,F,21
[],254,1,110,0,-1,F,22
[],254,1,110,0,-1,F,23
[],254,1,110,1682.14,-1,F,27
[],254,1,110,0,-1,F,28
[],254,1,110,0,-1,F,29
[],254,1,110,0,-1,F,34
[],254,1,110,0,-1,F,35
[],254,1,110,0,-1,F,36
[],254,1,110,0,-1,F,39
[],254,1,110,0,-1,F,41
[],254,1,110,0,-1,F,42
[],254,1,110,0,-1,F,47
[],254,1,110,0,-1,F,50
[],254,1,110,0,-1,F,51
[],254,1,110,0,-1,F,52
[],254,1,110,0,-1,F,54
[],254,1,110,0,-1,F,55
[],254,1,111,0,-1,F,3
[],254,1,111,59.31,-1,F,4
[],254,1,111,549.05,-1,F,5
[],254,1,111,0,-1,F,6
[],254,1,111,5098.68,-1,F,11
[],254,1,111,0,-1,F,12
[],254,1,111,0,-1,F,13
[],254,1,111,0,-1,F,14
[],254,1,111,186.88,-1,F,15
[],254,1,111,0,-1,F,16
[],254,1,111,5184.73,-1,F,18
[],254,1,111,0,-1,F,22
[],254,1,111,0,-1,F,23
[],254,1,111,1430.54,-1,F,27
[],254,1,111,0,-1,F,28
[],254,1,111,0,-1,F,40
[],254,1,111,0,-1,F,50
[],254,1,111,0,-1,F,51
[],254,1,111,0,-1,F,52
[],254,1,111,0,-1,F,54
[],254,1,111,0,-1,F,55
[],254,1,111,0,-1,F,56
[],254,1,111,0,-1,F,58
[],254,1,112,0,-1,F,2
[],254,1,112,0,-1,F,3
[],254,1,112,-4056.87,-1,F,4
[],254,1,112,553.62,-1,F,5
[],254,1,112,0,-1,F,6
[],254,1,112,99.5,-1,F,11
[],254,1,112,0,-1,F,12
[],254,1,112,0,-1,F,13
[],254,1,112,0,-1,F,14
[],254,1,112,188.44,-1,F,15
[],254,1,112,0,-1,F,16
[],254,1,112,0,-1,F,17
[],254,1,112,5227.93,-1,F,18
[],254,1,112,0,-1,F,19
[],254,1,112,0,-1,F,20
[],254,1,112,0,-1,F,21
[],254,1,112,0,-1,F,22
[],254,1,112,0,-1,F,23
[],254,1,112,1267.64,-1,F,27
[],254,1,112,0,-1,F,28
[],254,1,112,0,-1,F,29
[],254,1,112,0,-1,F,34
[],254,1,112,0,-1,F,35
[],254,1,112,0,-1,F,36
[],254,1,112,0,-1,F,39
[],254,1,112,0,-1,F,40
[],254,1,112,0,-1,F,41
[],254,1,112,0,-1,F,42
[],254,1,112,0,-1,F,47
[],254,1,112,0,-1,F,49
[],254,1,112,0,-1,F,50
[],254,1,112,0,-1,F,51
[],254,1,112,0,-1,F,52
[],254,1,112,0,-1,F,54
[],254,1,112,0,-1,F,55
[],254,1,112,0,-1,F,56
[],254,1,112,0,-1,F,58
[],254,1,114,0,-1,F,2
[],254,1,114,0,-1,F,3
[],254,1,114,26,-1,F,4
[],254,1,114,558.23,-1,F,5
[],254,1,114,0,-1,F,6
[],254,1,114,100.33,-1,F,11
[],254,1,114,0,-1,F,13
[],254,1,114,0,-1,F,14
[],254,1,114,190.01,-1,F,15
[],254,1,114,0,-1,F,16
[],254,1,114,0,-1,F,17
[],254,1,114,5271.5,-1,F,18
[],254,1,114,0,-1,F,19
[],254,1,114,0,-1,F,20
[],254,1,114,0,-1,F,21
[],254,1,114,0,-1,F,22
[],254,1,114,0,-1,F,23
[],254,1,114,1162.65,-1,F,27
[],254,1,114,0,-1,F,29
[],254,1,114,0,-1,F,34
[],254,1,114,0,-1,F,35
[],254,1,114,0,-1,F,36
[],254,1,114,0,-1,F,39
[],254,1,114,0,-1,F,40
[],254,1,114,0,-1,F,41
[],254,1,114,0,-1,F,42
[],254,1,114,0,-1,F,47
[],254,1,114,0,-1,F,49
[],254,1,114,0,-1,F,50
[],254,1,114,0,-1,F,51
[],254,1,114,0,-1,F,52
[],254,1,114,0,-1,F,54
[],254,1,114,0,-1,F,55
[],254,1,114,0,-1,F,56
[],254,1,114,0,-1,F,58
[],254,1,115,0,-1,F,2
[],254,1,115,0,-1,F,3
[],254,1,115,5067.88,-1,F,4
[],254,1,115,562.89,-1,F,5
[],254,1,115,0,-1,F,6
[],254,1,115,25309.5,-1,F,11
[],254,1,115,0,-1,F,12
[],254,1,115,0,-1,F,13
[],254,1,115,0,-1,F,14
[],254,1,115,191.59,-1,F,15
[],254,1,115,2016.67,-1,F,16
[],254,1,115,0,-1,F,17
[],254,1,115,5315.43,-1,F,18
[],254,1,115,0,-1,F,19
[],254,1,115,0,-1,F,20
[],254,1,115,0,-1,F,21
[],254,1,115,0,-1,F,22
[],254,1,115,0,-1,F,23
[],254,1,115,1172.33,-1,F,27
[],254,1,115,0,-1,F,28
[],254,1,115,0,-1,F,29
[],254,1,115,0,-1,F,34
[],254,1,115,0,-1,F,35
[],254,1,115,0,-1,F,36
[],254,1,115,0,-1,F,39
[],254,1,115,0,-1,F,40
[],254,1,115,0,-1,F,41
[],254,1,115,0,-1,F,42
[],254,1,115,0,-1,F,47
[],254,1,115,0,-1,F,49
[],254,1,115,0,-1,F,50
[],254,1,115,0,-1,F,51
[],254,1,115,0,-1,F,52
[],254,1,115,0,-1,F,54
[],254,1,115,0,-1,F,55
[],254,1,115,0,-1,F,56
[],254,1,115,0,-1,F,58
[],254,1,116,0,-1,F,2
[],254,1,116,0,-1,F,3
[],254,1,116,68.45,-1,F,4
[],254,1,116,567.58,-1,F,5
[],254,1,116,0,-1,F,6
[],254,1,116,312.08,-1,F,11
[],254,1,116,0,-1,F,12
[],254,1,116,0,-1,F,13
[],254,1,116,0,-1,F,14
[],254,1,116,193.19,-1,F,15
[],254,1,116,4050.14,-1,F,16
[],254,1,116,0,-1,F,17
[],254,1,116,5359.72,-1,F,18
[],254,1,116,0,-1,F,19
[],254,1,116,0,-1,F,20
[],254,1,116,0,-1,F,21
[],254,1,116,0,-1,F,22
[],254,1,116,0,-1,F,23
[],254,1,116,1182.1,-1,F,27
[],254,1,116,0,-1,F,28
[],254,1,116,0,-1,F,29
[],254,1,116,0,-1,F,34
[],254,1,116,0,-1,F,35
[],254,1,116,0,-1,F,36
[],254,1,116,0,-1,F,39
[],254,1,116,0,-1,F,40
[],254,1,116,0,-1,F,41
[],254,1,116,0,-1,F,42
[],254,1,116,0,-1,F,47
[],254,1,116,0,-1,F,49
[],254,1,116,0,-1,F,50
[],254,1,116,0,-1,F,51
[],254,1,116,0,-1,F,52
[],254,1,116,0,-1,F,54
[],254,1,116,0,-1,F,55
[],254,1,116,0,-1,F,56
[],254,1,116,0,-1,F,58
[],254,1,118,5000,-1,F,16
[],254,1,118,807.73,-1,F,27
[],254,1,118,5000,-1,F,51
[],255,1,20,0,-1,F,5
[],255,1,21,-50000,-1,F,5
[],255,1,22,0,-1,F,5
[],255,1,24,0,-1,F,5
[],255,1,25,0,-1,F,5
[],255,1,26,-550000,-1,F,5
[],255,1,28,20000,-1,F,18
[],255,1,29,20000,-1,F,18
[],255,1,30,20000,-1,F,18
[],255,1,32,20000,-1,F,18
[],255,1,33,20000,-1,F,18
[],255,1,34,286.43,-1,F,15
[],255,1,34,20000,-1,F,18
[],255,1,34,0,-1,F,27
[],255,1,38,500000,-1,F,5
[],255,1,39,0,-1,F,5
[],255,1,40,0,-1,F,5
[],255,1,42,0,-1,F,5
[],255,1,43,0,-1,F,5
[],255,1,44,0,-1,F,5
[],255,1,46,0,-1,F,5
[],255,1,47,0,-1,F,5
[],255,1,48,50000,-1,F,5
[],255,1,48,500,-1,F,27
[],255,1,50,0,-1,F,5
[],255,1,50,-500,-1,F,27
[],255,1,51,50000,-1,F,5
[],255,1,52,0,-1,F,5
[],255,1,56,-286.43,-1,F,15
[],255,1,56,2672.88,-1,F,18
[],255,1,56,0,-1,F,27
[],255,1,56,1463.02,-1,F,35
[],255,1,57,0,-1,F,15
[],255,1,57,766.71,-1,F,18
[],255,1,57,0,-1,F,27
[],255,1,57,2524.77,-1,F,35
[],255,1,58,0,-1,F,2
[],255,1,58,0,-1,F,3
[],255,1,58,0,-1,F,4
[],255,1,58,0,-1,F,5
[],255,1,58,0,-1,F,6
[],255,1,58,0,-1,F,11
[],255,1,58,0,-1,F,12
[],255,1,58,0,-1,F,13
[],255,1,58,0,-1,F,14
[],255,1,58,0,-1,F,15
[],255,1,58,0,-1,F,16
[],255,1,58,0,-1,F,17
[],255,1,58,771.5,-1,F,18
[],255,1,58,0,-1,F,19
[],255,1,58,0,-1,F,20
[],255,1,58,0,-1,F,21
[],255,1,58,0,-1,F,22
[],255,1,58,0,-1,F,23
[],255,1,58,0,-1,F,27
[],255,1,58,0,-1,F,28
[],255,1,58,0,-1,F,29
[],255,1,58,0,-1,F,34
[],255,1,58,2540.55,-1,F,35
[],255,1,58,0,-1,F,36
[],255,1,60,0,-1,F,2
[],255,1,60,0,-1,F,3
[],255,1,60,0,-1,F,4
[],255,1,60,0,-1,F,5
[],255,1,60,0,-1,F,6
[],255,1,60,0,-1,F,11
[],255,1,60,0,-1,F,12
[],255,1,60,0,-1,F,13
[],255,1,60,0,-1,F,14
[],255,1,60,0,-1,F,15
[],255,1,60,0,-1,F,16
[],255,1,60,0,-1,F,17
[],255,1,60,-120182.68,-1,F,18
[],255,1,60,0,-1,F,19
[],255,1,60,0,-1,F,20
[],255,1,60,0,-1,F,21
[],255,1,60,0,-1,F,22
[],255,1,60,0,-1,F,23
[],255,1,60,34388.61,-1,F,27
[],255,1,60,0,-1,F,28
[],255,1,60,0,-1,F,29
[],255,1,60,0,-1,F,34
[],255,1,60,-6487.54,-1,F,35
[],255,1,60,0,-1,F,36
[],255,1,61,0,-1,F,2
[],255,1,61,0,-1,F,3
[],255,1,61,0,-1,F,4
[],255,1,61,0,-1,F,5
[],255,1,61,0,-1,F,6
[],255,1,61,0,-1,F,11
[],255,1,61,0,-1,F,12
[],255,1,61,0,-1,F,13
[],255,1,61,0,-1,F,14
[],255,1,61,0,-1,F,15
[],255,1,61,0,-1,F,16
[],255,1,61,0,-1,F,17
[],255,1,61,-4028.43,-1,F,18
[],255,1,61,0,-1,F,19
[],255,1,61,0,-1,F,20
[],255,1,61,0,-1,F,21
[],255,1,61,0,-1,F,22
[],255,1,61,0,-1,F,23
[],255,1,61,4052.31,-1,F,27
[],255,1,61,0,-1,F,28
[],255,1,61,0,-1,F,29
[],255,1,61,0,-1,F,34
[],255,1,61,0.26,-1,F,35
[],255,1,61,0,-1,F,36
[],255,1,61,0,-1,F,39
[],255,1,61,0,-1,F,40
[],255,1,62,0,-1,F,2
[],255,1,62,0,-1,F,3
[],255,1,62,0,-1,F,4
[],255,1,62,0,-1,F,5
[],255,1,62,0,-1,F,6
[],255,1,62,0,-1,F,11
[],255,1,62,0,-1,F,12
[],255,1,62,0,-1,F,13
[],255,1,62,0,-1,F,14
[],255,1,62,0,-1,F,15
[],255,1,62,0,-1,F,16
[],255,1,62,0,-1,F,17
[],255,1,62,0,-1,F,18
[],255,1,62,0,-1,F,19
[],255,1,62,0,-1,F,20
[],255,1,62,0,-1,F,21
[],255,1,62,0,-1,F,22
[],255,1,62,0,-1,F,23
[],255,1,62,8557.84,-1,F,27
[],255,1,62,0,-1,F,28
[],255,1,62,0,-1,F,29
[],255,1,62,0,-1,F,34
[],255,1,62,0.26,-1,F,35
[],255,1,62,0,-1,F,36
[],255,1,62,0,-1,F,39
[],255,1,62,0,-1,F,40
[],255,1,64,0,-1,F,2
[],255,1,64,0,-1,F,3
[],255,1,64,0,-1,F,4
[],255,1,64,0,-1,F,5
[],255,1,64,0,-1,F,6
[],255,1,64,0,-1,F,11
[],255,1,64,0,-1,F,12
[],255,1,64,0,-1,F,13
[],255,1,64,0,-1,F,14
[],255,1,64,0,-1,F,15
[],255,1,64,0,-1,F,16
[],255,1,64,0,-1,F,17
[],255,1,64,0,-1,F,18
[],255,1,64,0,-1,F,19
[],255,1,64,0,-1,F,20
[],255,1,64,0,-1,F,21
[],255,1,64,0,-1,F,22
[],255,1,64,0,-1,F,23
[],255,1,64,1884.62,-1,F,27
[],255,1,64,0,-1,F,28
[],255,1,64,0,-1,F,29
[],255,1,64,0,-1,F,34
[],255,1,64,0,-1,F,35
[],255,1,64,0,-1,F,36
[],255,1,64,0,-1,F,39
[],255,1,64,0,-1,F,40
[],255,1,65,0,-1,F,2
[],255,1,65,0,-1,F,3
[],255,1,65,0,-1,F,4
[],255,1,65,0,-1,F,5
[],255,1,65,0,-1,F,6
[],255,1,65,0,-1,F,11
[],255,1,65,0,-1,F,12
[],255,1,65,0,-1,F,13
[],255,1,65,0,-1,F,14
[],255,1,65,0,-1,F,15
[],255,1,65,0,-1,F,16
[],255,1,65,0,-1,F,17
[],255,1,65,0,-1,F,18
[],255,1,65,0,-1,F,19
[],255,1,65,0,-1,F,20
[],255,1,65,0,-1,F,21
[],255,1,65,0,-1,F,22
[],255,1,65,0,-1,F,23
[],255,1,65,-48577.85,-1,F,27
[],255,1,65,0,-1,F,28
[],255,1,65,0,-1,F,29
[],255,1,65,0,-1,F,34
[],255,1,65,-41.32,-1,F,35
[],255,1,65,0,-1,F,36
[],255,1,65,0,-1,F,39
[],255,1,65,0,-1,F,40
[],255,1,66,0,-1,F,2
[],255,1,66,0,-1,F,3
[],255,1,66,0,-1,F,4
[],255,1,66,0,-1,F,5
[],255,1,66,0,-1,F,6
[],255,1,66,0,-1,F,11
[],255,1,66,0,-1,F,12
[],255,1,66,0,-1,F,13
[],255,1,66,0,-1,F,14
[],255,1,66,0,-1,F,15
[],255,1,66,0,-1,F,16
[],255,1,66,0,-1,F,17
[],255,1,66,0,-1,F,18
[],255,1,66,0,-1,F,19
[],255,1,66,0,-1,F,20
[],255,1,66,0,-1,F,21
[],255,1,66,0,-1,F,22
[],255,1,66,0,-1,F,23
[],255,1,66,-305.53,-1,F,27
[],255,1,66,0,-1,F,28
[],255,1,66,0,-1,F,29
[],255,1,66,0,-1,F,34
[],255,1,66,0,-1,F,35
[],255,1,66,0,-1,F,36
[],255,1,66,0,-1,F,39
[],255,1,66,0,-1,F,40
[],255,1,66,0,-1,F,41
[],255,1,66,0,-1,F,42
[],255,1,66,0,-1,F,47
[],255,1,68,0,-1,F,2
[],255,1,68,0,-1,F,3
[],255,1,68,0,-1,F,4
[],255,1,68,0,-1,F,5
[],255,1,68,0,-1,F,6
[],255,1,68,0,-1,F,11
[],255,1,68,0,-1,F,12
[],255,1,68,0,-1,F,13
[],255,1,68,0,-1,F,14
[],255,1,68,0,-1,F,15
[],255,1,68,0,-1,F,16
[],255,1,68,0,-1,F,17
[],255,1,68,7562.5,-1,F,18
[],255,1,68,0,-1,F,19
[],255,1,68,0,-1,F,20
[],255,1,68,0,-1,F,21
[],255,1,68,0,-1,F,22
[],255,1,68,0,-1,F,23
[],255,1,68,0,-1,F,27
[],255,1,68,0,-1,F,28
[],255,1,68,0,-1,F,29
[],255,1,68,0,-1,F,34
[],255,1,68,0,-1,F,35
[],255,1,68,0,-1,F,36
[],255,1,68,0,-1,F,39
[],255,1,68,0,-1,F,40
[],255,1,68,0,-1,F,41
[],255,1,68,0,-1,F,42
[],255,1,68,0,-1,F,47
[],255,1,69,0,-1,F,2
[],255,1,69,0,-1,F,3
[],255,1,69,0,-1,F,4
[],255,1,69,0,-1,F,5
[],255,1,69,0,-1,F,6
[],255,1,69,0,-1,F,11
[],255,1,69,0,-1,F,12
[],255,1,69,0,-1,F,13
[],255,1,69,0,-1,F,14
[],255,1,69,0,-1,F,15
[],255,1,69,0,-1,F,16
[],255,1,69,0,-1,F,17
[],255,1,69,63.02,-1,F,18
[],255,1,69,0,-1,F,19
[],255,1,69,0,-1,F,20
[],255,1,69,0,-1,F,21
[],255,1,69,0,-1,F,22
[],255,1,69,5041.67,-1,F,23
[],255,1,69,0,-1,F,27
[],255,1,69,0,-1,F,28
[],255,1,69,0,-1,F,29
[],255,1,69,0,-1,F,34
[],255,1,69,0,-1,F,35
[],255,1,69,0,-1,F,36
[],255,1,69,0,-1,F,39
[],255,1,69,0,-1,F,40
[],255,1,69,0,-1,F,41
[],255,1,69,0,-1,F,42
[],255,1,69,0,-1,F,47
[],255,1,69,0,-1,F,50
[],255,1,69,0,-1,F,51
[],255,1,69,0,-1,F,52
[],255,1,69,0,-1,F,54
[],255,1,70,0,-1,F,3
[],255,1,70,0,-1,F,4
[],255,1,70,0,-1,F,5
[],255,1,70,0,-1,F,6
[],255,1,70,0,-1,F,11
[],255,1,70,0,-1,F,12
[],255,1,70,0,-1,F,13
[],255,1,70,0,-1,F,14
[],255,1,70,0,-1,F,15
[],255,1,70,0,-1,F,16
[],255,1,70,0,-1,F,17
[],255,1,70,-7625.52,-1,F,18
[],255,1,70,0,-1,F,20
[],255,1,70,0,-1,F,21
[],255,1,70,0,-1,F,22
[],255,1,70,42.01,-1,F,23
[],255,1,70,0,-1,F,27
[],255,1,70,0,-1,F,28
[],255,1,70,0,-1,F,29
[],255,1,70,0,-1,F,34
