links,account,accountingbook,accountingperiod,amount,department,iscustomglline,subsidiary
[],54,1,62,0,-1,F,34
[],54,1,64,0,-1,F,6
[],54,1,64,0,-1,F,16
[],54,1,64,0,-1,F,34
[],54,1,65,0,-1,F,6
[],54,1,65,0,-1,F,15
[],54,1,65,0,-1,F,16
[],54,1,65,0,-1,F,34
[],54,1,66,0,-1,F,15
[],54,1,66,0,-1,F,16
[],54,1,66,0,-1,F,22
[],54,1,66,0,-1,F,34
[],54,1,68,0,-1,F,15
[],54,1,68,0,-1,F,16
[],54,1,68,0,-1,F,22
[],54,1,68,0,-1,F,34
[],54,1,69,0,-1,F,6
[],54,1,69,0,-1,F,15
[],54,1,69,0,-1,F,22
[],54,1,69,0,-1,F,34
[],54,1,70,0,-1,F,6
[],54,1,70,0,-1,F,15
[],54,1,70,0,-1,F,16
[],54,1,70,0,-1,F,22
[],54,1,70,0,-1,F,42
[],54,1,92,0,-1,F,6
[],54,1,92,0,-1,F,15
[],54,1,92,0,-1,F,16
[],54,1,92,0,-1,F,22
[],54,1,92,0,-1,F,34
[],54,1,93,0,-1,F,6
[],54,1,93,0,-1,F,15
[],54,1,93,0,-1,F,22
[],54,1,93,0,-1,F,34
[],54,1,93,0,-1,F,47
[],54,1,94,0,-1,F,6
[],54,1,94,0,-1,F,15
[],54,1,94,0,-1,F,16
[],54,1,94,0,-1,F,22
[],54,1,94,-11,-1,F,29
[],54,1,94,0,-1,F,34
[],54,1,94,0,-1,F,35
[],54,1,96,0,-1,F,4
[],54,1,96,0,-1,F,15
[],54,1,96,0,-1,F,22
[],54,1,96,0,-1,F,34
[],54,1,96,0,-1,F,35
[],54,1,97,0,-1,F,6
[],54,1,97,0,-1,F,15
[],54,1,97,0,-1,F,22
[],54,1,97,0,-1,F,34
[],54,1,98,0,-1,F,6
[],54,1,98,0,-1,F,15
[],54,1,98,0,-1,F,16
[],54,1,98,0,-1,F,22
[],54,1,98,0,-1,F,34
[],54,1,100,0,-1,F,15
[],54,1,100,0,-1,F,16
[],54,1,100,0,-1,F,22
[],54,1,100,0,-1,F,34
[],54,1,101,0,-1,F,6
[],54,1,101,0,-1,F,15
[],54,1,101,0,-1,F,16
[],54,1,101,0,-1,F,22
[],54,1,101,0,-1,F,34
[],54,1,102,0,-1,F,4
[],54,1,102,0,-1,F,6
[],54,1,102,0,-1,F,15
[],54,1,102,0,-1,F,16
[],54,1,102,0,-1,F,22
[],54,1,102,0,-1,F,34
[],54,1,104,0,-1,F,4
[],54,1,104,0,-1,F,15
[],54,1,105,0,-1,F,4
[],54,1,105,0,-1,F,6
[],54,1,105,0,-1,F,15
[],54,1,105,0,-1,F,22
[],54,1,106,0,-1,F,15
[],54,1,106,0,-1,F,16
[],54,1,106,0,-1,F,22
[],54,1,106,0,-1,F,34
[],54,1,110,0,-1,F,3
[],54,1,110,0,-1,F,6
[],54,1,110,0,-1,F,15
[],54,1,110,0,-1,F,16
[],54,1,110,0,-1,F,22
[],54,1,110,0,-1,F,34
[],54,1,110,0,-1,F,35
[],54,1,111,0,-1,F,3
[],54,1,111,0,-1,F,6
[],54,1,111,0,-1,F,15
[],54,1,111,0,-1,F,16
[],54,1,111,0,-1,F,22
[],54,1,111,0,-1,F,34
[],54,1,112,0,-1,F,3
[],54,1,112,0,-1,F,6
[],54,1,112,0,-1,F,15
[],54,1,112,0,-1,F,16
[],54,1,112,0,-1,F,22
[],54,1,112,0,-1,F,34
[],54,1,114,0,-1,F,4
[],54,1,114,0,-1,F,6
[],54,1,114,0,-1,F,15
[],54,1,114,0,-1,F,16
[],54,1,114,0,-1,F,22
[],54,1,114,0,-1,F,34
[],54,1,114,0,-1,F,35
[],54,1,115,0,-1,F,3
[],54,1,115,0,-1,F,4
[],54,1,115,0,-1,F,6
[],54,1,115,0,-1,F,15
[],54,1,115,0,-1,F,16
[],54,1,115,0,-1,F,22
[],54,1,115,0,-1,F,35
[],54,1,116,0,-1,F,4
[],54,1,116,0,-1,F,6
[],54,1,116,0,-1,F,15
[],54,1,116,0,-1,F,22
[],54,1,116,0,-1,F,34
[],54,1,116,0,-1,F,35
[],54,1,118,-15,-1,F,4
[],54,1,118,-7000,-1,F,15
[],54,1,118,-1018.75,-1,F,16
[],54,1,118,0,-1,F,22
[],54,1,118,-28.5,-1,F,34
[],54,1,118,-39,-1,F,47
[],58,1,22,0,-1,F,1
[],58,1,22,0,-1,F,2
[],58,1,22,0,-1,F,3
[],58,1,38,0,-1,F,2
[],58,1,38,0,-1,F,3
[],108,1,60,0,-1,F,40
[],108,1,62,0,-1,F,40
[],111,1,20,4264.53,-1,F,3
[],111,1,20,-5268.52,-1,F,4
[],111,1,20,-47.91,-1,F,6
[],111,1,20,-1732,-1,F,11
[],111,1,20,-2495.41,-1,F,14
[],111,1,20,-42471.12,-1,F,15
[],111,1,20,3356.07,-1,F,16
[],111,1,20,0,-1,F,18
[],111,1,20,9846.86,-1,F,20
[],111,1,20,-270.63,-1,F,22
[],111,1,20,-8996.63,-1,F,27
[],111,1,21,-2228.02,-1,F,3
[],111,1,21,7293.92,-1,F,4
[],111,1,21,-7839.41,-1,F,6
[],111,1,21,1716,-1,F,11
[],111,1,21,-450,-1,F,12
[],111,1,21,-675,-1,F,13
[],111,1,21,2716.36,-1,F,14
[],111,1,21,35198.23,-1,F,15
[],111,1,21,3851.57,-1,F,16
[],111,1,21,0,-1,F,18
[],111,1,21,-19490.4,-1,F,19
[],111,1,21,-6151.24,-1,F,20
[],111,1,21,-1899.37,-1,F,22
[],111,1,21,4671.31,-1,F,27
[],111,1,22,0,-1,F,1
[],111,1,22,0,-1,F,2
[],111,1,22,-780.86,-1,F,3
[],111,1,22,-1378.71,-1,F,4
[],111,1,22,6857.91,-1,F,6
[],111,1,22,-2034,-1,F,11
[],111,1,22,-270,-1,F,12
[],111,1,22,270,-1,F,13
[],111,1,22,360,-1,F,14
